"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"41377321","DEILINE'S RESTAURANT","Bronx","1544","EAST  174 STREET","10472","7183284523","Latin American","2020-02-14T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.834353029258","-73.879090451205","209","18","005600","2094907","2038850001","BX08"
"41720083","CITY GOURMET CAFE","Manhattan","238","EAST   14 STREET","10003","2122606040","American","2019-12-11T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","23",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.732881955345","-73.986241759813","103","02","004000","1006905","1004690027","MN22"
"41465611","WING CHANG FOOD HOUSE","Brooklyn","1389","FULTON STREET","11216","7186224720","Chinese","2019-10-21T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","24",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.680170220439","-73.945468586833","303","36","026900","3053477","3018540070","BK75"
"50068859","NEW CURRY HUT","Manhattan","534","9 AVENUE","10018","2129675885","Indian","2018-10-05T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","7","A","2018-10-05T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.756849873222","-73.993762699592","104","03","011500","1013699","1007630077","MN15"
"50074392","SAN MIGUEL PIZZA","Brooklyn","760","CONEY ISLAND AVENUE","11218","3473974823","Pizza","2020-01-06T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","12","A","2020-01-06T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.638751959234","-73.968656319266","312","40","049200","3126899","3053930007","BK41"
"41044538","COOL ICE","Staten Island","1872","VICTORY BOULEVARD","10314","3474665528","Frozen Desserts","2017-07-18T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","25",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.612797758948","-74.126330713976","501","50","018701","5018063","5007130079","SI07"
"50058627","GLATT CONEY KOSHER CHINESE RESTAURANT","Brooklyn","1558","CONEY ISLAND AVENUE","11230","7186767781","Jewish/Kosher","2017-11-15T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","20","B","2017-11-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.619372470482","-73.964162846845","312","44","045400","3171991","3065460014","BK46"
"41223165","BURGER KING","Brooklyn","1772","ROCKAWAY PARKWAY","11236","7185312839","Hamburgers","2019-02-21T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04F","Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.","Critical","32",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.638370335194","-73.894803419811","318","46","101000","3232785","3082610025","BK50"
"50057156","STORICO, PARLIAMENT CAFE","Manhattan","170","CENTRAL PARK WEST","10024","2124859233","Italian","2018-04-13T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","2018-04-13T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.779257976444","-73.973742493164","107","06","016100","1028816","1011290029","MN12"
"41071907","LENOX FAST FOOD","Manhattan","657","LENOX AVENUE","10037","2122815812","American","2017-06-08T00:00:00.000","Violations were cited in the following area(s).","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical","27","B","2017-06-08T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.819009772262","-73.9372866967","110","09","023200","1060119","1020110036","MN03"
"50045126","YUMMY GOLDEN VILLAGE","Brooklyn","5912","GLENWOOD ROAD","11234","7182417686","Tex-Mex","2019-10-15T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","29",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.633998751019","-73.919572934687","318","46","072200","3223369","3079790117","BK58"
"41142196","UKUS","Queens","4208","30 AVENUE","11103","7182678587","Eastern European","2018-12-28T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","21",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.763047847319","-73.913236374905","401","22","014900","4011927","4006960037","QN70"
"50002562","EXQUISITO RESTAURANT","Queens","2112","36TH AVENUE","11106","7187843505","Spanish","2017-12-11T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","22","B","2017-12-11T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.759769411236","-73.936581040398","401","26","003300","4004269","4003480019","QN68"
"50089918","MONUMENT SPORT BAR","Bronx","1900","JEROME AVENUE","10453","9175495447","Latin American","2019-03-07T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","78",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.850413697235","-73.910367613919","205","14","023301","2008247","2028530001","BX41"
"41598329","BOSTON ROAD CHINA","Bronx","3483","BOSTON ROAD","10469","7188819888","Chinese","2018-04-04T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Initial Inspection","40.876803402507","-73.847090112146","212","12","038600","2060215","2047220035","BX03"
"50051814","CORK & KALE AT EVEN HOTEL","Brooklyn","46","NEVINS STREET","11217","7185523800","American","2017-05-23T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Initial Inspection","40.687419712073","-73.98176198515","302","33","003700","3413739","3001660040","BK38"
"50061195","CAMILLE'S JAMAICAN RESTAURANT","Brooklyn","711","FLATBUSH AVENUE","11225","7184844275","Caribbean","2018-04-09T00:00:00.000","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical","29",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.655797060768","-73.959894017166","309","40","079601","3115791","3050480002","BK60"
"50083753","ARZU RESTAURANT","Queens","10105","QUEENS BLVD","11375","7188303335","Jewish/Kosher","2019-07-24T00:00:00.000","Violations were cited in the following area(s).","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical","23",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.7267212682","-73.851924059831","406","29","071303","4051262","4021350009","QN17"
"41628657","OOTOYA JAPANESE RESTAURANT","Manhattan","8","WEST   18 STREET","10011","2122550018","Japanese","2019-09-16T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Initial Inspection","40.738753580845","-73.992425622661","105","03","005400","1015423","1008190050","MN13"
"40638792","MERCER KITCHEN","Manhattan","99","PRINCE STREET","10012","2129665454","American","2019-04-30T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2019-04-30T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.724802185203","-73.998921265899","102","01","004900","1007983","1005130035","MN24"
"50055882","GARDENIA TERRACE","Manhattan","826","10 AVENUE","10019","2123340489","Mediterranean","2018-03-07T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","12","A","2018-03-07T00:00:00.000","2021-07-15T06:00:56.000","Pre-permit (Operational) / Re-inspection","40.767614515401","-73.989635303786","104","03","013900","1026807","1010640061","MN15"
"41697878","HAMILTONS","Brooklyn","2826","FORT HAMILTON PARKWAY","11218","7184380488","American","2018-05-03T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","13","A","2018-05-03T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.649044103178","-73.97690032141","307","39","050000","3123994","3053180001","BK40"
"50048062","GEORGIA & ALIOU'S TINY TREATS CAFE","Manhattan","1000S","8 AVENUE","10019","2125414441","Coffee/Tea","2018-04-16T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","17",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.766812226924","-73.982808747226","104","03","013900","1799161","1270000161","MN15"
"50048062","GEORGIA & ALIOU'S TINY TREATS CAFE","Manhattan","1000S","8 AVENUE","10019","2125414441","Coffee/Tea","2018-04-16T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","17",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.766812226924","-73.982808747226","104","03","013900","1799161","1270000161","MN15"
"41676908","EL MEXICANO RESTAURANTE & CAFE","Brooklyn","2102","EAST   15 STREET","11229","7186762700","Tex-Mex","2018-03-08T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","12","A","2018-03-08T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.598479191756","-73.956349229402","315","48","058000","3199527","3073470009","BK44"
"41386156","DOUBLE DRAGON RESTAURANT","Brooklyn","7714","13 AVENUE","11228","7182388818","Chinese","2019-11-27T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","24",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.619001704987","-74.008792642553","310","43","020000","3161149","3062430043","BK30"
"40386429","Q.B.COMM.COLLEGE-MAIN KITCHEN, TIGER BITES SECTION","Queens","22205","56 AVENUE","11364","7182815207","American","2019-05-20T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","10",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.753923709798","-73.756466943791","411","23","138501","4439440","4074900002","QN42"
"41012154","CHINA GARDEN CHINESE RESTAURANT","Brooklyn","130","UTICA AVENUE","11213","7186041875","Chinese","2018-04-13T00:00:00.000","Violations were cited in the following area(s).","10G","Food service operation occurring in room used as living or sleeping quarters.","Not Critical","7","A","2018-04-13T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.674483234261","-73.930591506124","308","36","030900","3035857","3013540053","BK61"
"50091096","BENARES RESTAURANT","Manhattan","45","MURRAY STREET","10007","2127664900","Indian","2020-03-03T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2020-03-03T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.71404780671","-74.009382384449","101","01","002100","1001435","1001330007","MN24"
"50091096","BENARES RESTAURANT","Manhattan","45","MURRAY STREET","10007","2127664900","Indian","2020-03-03T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2020-03-03T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.71404780671","-74.009382384449","101","01","002100","1001435","1001330007","MN24"
"50037116","COFFEE Z","Brooklyn","30","NEWKIRK PLAZA","11226","7184849119","Coffee/Tea","2018-04-04T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","7","A","2018-04-04T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.635300019008","-73.962810360339","314","40","052000","3121195","3052360040","BK42"
"41685153","RIVERSIDE CAFE","Manhattan","475","RIVERSIDE DRIVE","10115","2128703043","American","2017-05-09T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","23",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.811094482579","-73.964167591037","109","07","020500",,"1","MN09"
"50051365","SABROSURA","Bronx","1200","CASTLE HILL AVENUE","10462","7185971344","Spanish","2018-04-04T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","12","A","2018-04-04T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.832030985902","-73.851052782355","209","18","009200","2092880","2038210001","BX59"
"50065464","DON CESAR","Staten Island","7528","AMBOY ROAD","10307","6462866247","Mexican","2019-04-10T00:00:00.000","Violations were cited in the following area(s).","10J","Hand wash sign not posted","Not Critical","6","A","2019-04-10T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.509114645766","-74.246611640257","503","51","024401","5105026","5079140001","SI11"
"50087534","COMFORT INN & SUITES","Queens","6030","MAURICE AVE","11378","7184575555","American","2019-01-31T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","31",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.729143503311","-73.905007443443","405","30","051500","4054291","4023650040","QN30"
"41417297","COWGIRL SEAHORSE","Manhattan","259","FRONT STREET","10038","2126087873","Seafood","2016-10-05T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","18","B","2016-10-05T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.708264959725","-74.00062399506","101","01","001501","1079138","1001070026","MN25"
"41690753","696 GOURMET DELI","Manhattan","696","3 AVENUE","10017","2124907115","Sandwiches","2017-02-23T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","31",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.751889978151","-73.973637825374","106","04","009200","1036167","1012980038","MN19"
"50033434","WING BISTRO","Manhattan","1109","1 AVENUE","10065","9174751153","American","2017-09-06T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","20",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.760697122155","-73.961191488971","108","05","011000","1044210","1014350029","MN31"
"41635314","SUBWAY","Bronx","2173","WHITE PLAINS ROAD","10462","7186841582","Sandwiches","2017-05-16T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","23",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.855603921518","-73.867664632223","211","13","022401","2049379","2043170060","BX49"
"41703229","SAKE BAR SATSKO","Manhattan","202","EAST    7 STREET","10009","2126140933","Japanese","2020-02-18T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","5","A","2020-02-18T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.724679731477","-73.980315844648","103","02","002602","1004677","1003890019","MN28"
"50074192","EL PATRON BAR AND GRILL","Brooklyn","748","LIBERTY AVENUE","11208","3476276525","Spanish","2018-08-14T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","29",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.676524128958","-73.882077981558","305","37","116600","3088703","3039880015","BK82"
"41617076","THE SPOT KARAOKE LOUNGE","Manhattan","34","WEST   32 STREET","10001","2125646600","Korean","2019-10-01T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","10",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.747819056202","-73.987101227901","105","04","007600","1015832","1008330063","MN17"
"41416781","RYEHOUSE","Manhattan","11","WEST   17 STREET","10011","2122557260","American","2016-10-07T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","12","A","2016-10-07T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.7382183842","-73.992930878724","105","03","005400","1015418","1008190031","MN13"
"50085330","AMPLE HILLS CREAMERY","Manhattan","141","8 AVENUE","10011","2126453200","Frozen Desserts","2018-11-26T00:00:00.000","Violations were cited in the following area(s).","04J","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","Critical","22",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.741578185883","-74.00120170319","104","03","008300","1013054","1007400037","MN13"
"50005479","NEW MING'S KITCHEN","Queens","5615","JUNCTION BLVD","11373","7186991625","Chinese","2020-02-10T00:00:00.000","Violations were cited in the following area(s).","22C","Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Initial Inspection","40.737097351596","-73.866017282946","404","21","044302","4047081","4019030004","QN25"
"50089369","ESTRELLA LATINA RESTAURANT","Queens","3907","104TH ST","11368","7185652377","Latin American","2019-12-18T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","26",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.750517267166","-73.862023667648","403","21","040300","4044659","4017760075","QN26"
"41418337","NICK'S BISTRO","Queens","10420","METROPOLITAN AVENUE","11375","7185446425","Greek","2018-02-06T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","13","A","2018-02-06T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.710053164615","-73.848408324738","406","29","064500","4095446","4039020037","QN17"
"50089916","BAGEL STORY","Brooklyn","1237","FULTON STREET","11216","7188727545","American","2019-12-11T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","32",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.680557529741","-73.952286088043","303","36","024500","3052977","3018420053","BK75"
"50013904","SSAM","Brooklyn","170","SMITH STREET","11201","7188527726","Korean","2017-08-17T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","11","A","2017-08-17T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.685856293159","-73.991061491807","302","33","006900","3006060","3003900042","BK38"
"41418714","NUEVA AMBATENITA LA ESQUINA DEL SABOR","Queens","3924","108 STREET","11368","7184782215","Latin American","2017-10-13T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","13","A","2017-10-13T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.751257490504","-73.859055325674","403","21","040300","4044632","4017760039","QN26"
"41087075","BETWEEN THE BREAD","Manhattan","145","WEST   55 STREET","10019","2125811189","American","2017-09-22T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","31",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.763880399456","-73.980163427165","105","04","013700","1023389","1010080008","MN17"
"50055582","CHINA STAR","Brooklyn","1370","PENNSYLVANIA AVENUE","11239","7186421755","Chinese","2019-05-22T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","14",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.647950768234","-73.881890837147","305","42","105804","3345673","3044520015","BK93"
"50064311","FUDING WOK","Brooklyn","5216","7 AVENUE","11220","7188515415","Chinese","2018-06-27T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","28","C","2018-06-27T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.641176915977","-74.007242567578","307","38","010000","3014033","3008090043","BK34"
"50064311","FUDING WOK","Brooklyn","5216","7 AVENUE","11220","7188515415","Chinese","2018-06-27T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","28","C","2018-06-27T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.641176915977","-74.007242567578","307","38","010000","3014033","3008090043","BK34"
"41710752","PALACE CAFE","Brooklyn","2603","NOSTRAND AVENUE","11210","7183389525","Jewish/Kosher","2017-06-29T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","12","A","2017-06-29T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.621025835369","-73.94577644988","318","45","074800","3209581","3076480030","BK43"
"40651300","ELIA","Brooklyn","8611","3 AVENUE","11209","7187489891","Greek","2019-03-26T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","18",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.623290657801","-74.031116651856","310","43","006000","3153461","3060440006","BK31"
"41207173","SOHO PARK","Manhattan","62","PRINCE STREET","10012","2122192129","American","2018-09-12T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","24",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.723728936696","-73.996619540092","102","01","004300","1007547","1004960018","MN24"
"50061303","MIGHTY BOWL","Manhattan","817","2 AVENUE","10017","3476401888","Asian/Asian Fusion","2019-05-24T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","29",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.75089310228","-73.971432984905","106","04","008800","1037562","1013170026","MN19"
"50063442","FAT CAT KITCHEN","Manhattan","223","EAST   14 STREET","10003","2122351994","American","2018-09-18T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","74",,,"2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.733002754159","-73.986487095919","106","02","004800","1019504","1008960011","MN21"
"40808640","CAROM CAFE BILLIARDS","Queens","3402","LINDEN PLACE","11354","7183588585","Korean","2018-01-11T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","10","A","2018-01-11T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.766483849494","-73.831420316764","407","20","086900","4112022","4049500081","QN22"
"50042951","DHANSHIRI CHINESE","Queens","16928","HILLSIDE AVE","11432","7187250001","Indian","2017-11-18T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","6","A","2017-11-18T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.710819580809","-73.792681192844","412","27","046000","4310519","4098250021","QN61"
"50095147","EFCO CAFE","Manhattan","687","9 AVENUE","10036","2122468169","Coffee/Tea","2020-01-21T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","15","N",,"2021-07-15T06:00:56.000","Pre-permit (Non-operational) / Initial Inspection","40.76180940129","-73.990177683426","104","03","012700","1026568","1010570031","MN15"
"50017772","RESERVIOR","Manhattan","70","UNIVERSITY PLACE","10003","2124750770","American","2017-08-23T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","25",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.73308022042","-73.993519571702","102","02","006100","1009263","1005680020","MN23"
"41382688","GUANTANAMERA","Manhattan","939","8 AVENUE","10019","2122625354","Latin American","2019-04-30T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","9","A","2019-04-30T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.765728164162","-73.983603235151","104","03","013900","1080916","1010460036","MN15"
"50062783","TINA'S WHISKEY TAVERN","Staten Island","4060","HYLAN BOULEVARD","10308","7185544470","American","2019-03-05T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","52",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.540581723373","-74.147442438066","503","51","015603","5068206","5053060009","SI54"
"41433469","THE CAPITAL GRILLE","Manhattan","120","BROADWAY","10271","2123741811","American","2018-02-13T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","24",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.708538906895","-74.011040790545","101","01","000700","1001026","1000477501","MN25"
